A,B,C,D,E,F,G,H,I,J
0.9244846479948333,0.5591150531153191,0.36468402029655733,0.7934707399951815,0.2895286919013549,0.43463640954572946,0.01978267998465011,0.040272574161595465,0.3537076683682613,0.4016967079465238
0.22071950030746923,0.4091254500256477,0.5060968362650651,0.7251230398014311,0.2623096394802247,0.2295054855342764,0.4065310487511693,0.2186464021284824,0.30125687307137305,0.06467215812719707
0.9559798761226024,0.36993216536445905,0.4503413364338795,0.6506092578824031,0.7087290065853534,0.3434364332751546,0.4054939541004364,0.8039315813009882,0.6920843434559969,0.7764291917589302
0.5504836158747605,0.0009602650021495185,0.9027128149528035,0.6653836155506221,0.6137881113177847,0.07702666113844825,0.42503041651317286,0.46923365582956267,0.9179574323611247,0.9784814305843417
0.7639366614843818,0.149952744730515,0.15797766579267303,0.431366136384435,0.3679440370661724,0.9486025115974756,0.7747445037148258,0.8760498794907905,0.9655342603069823,0.3643466587341143
0.34117128951848585,0.2846887099191243,0.8091040480425562,0.004779906425958602,0.21108980831144797,0.004853463135255698,0.5944430303308869,0.0558865070169825,0.9408553812026396,0.9417273344678216
0.6302767094353796,0.060316249119097165,0.2698428698538142,0.5538432331356354,0.74593054688754,0.31684574913499264,0.14135601795703612,0.2969016032434161,0.16390998863235207,0.3918660977501671
0.8696140420459848,0.7709955970747367,0.9752943725736515,0.5842098319966381,0.20586235062037617,0.6826116501253362,0.13958893951560103,0.7825078581042411,0.2250459313660531,0.44978608402633824
0.1696830604341687,0.3898615353528925,0.5222398179906095,0.8231251105813444,0.6273941193135314,0.8008706956966796,0.8157107232619255,0.4351386484529085,0.905829604092972,0.9664974044737619
0.9581385318108562,0.9941462261220524,0.0646359914829342,0.7658410853145223,0.8193740614253802,0.8131251087326755,0.41421358580806333,0.8801970818537486,0.8733562864315065,0.4730870253787033
0.4427723654214628,0.7686088702081288,0.8555336360155182,0.144623733514038,0.8039525604562189,0.6261246063885614,0.3606666057405947,0.4479967510335877,0.8108037069302974,0.31242271410670586
0.6100731068044157,0.8712198363328121,0.3516026682483596,0.037440989645551204,0.5473237037164477,0.702536960195382,0.10112494281452966,0.029963309677606742,0.2113158292008297,0.034149505228877164
0.8776460132057945,0.6850195588167072,0.9271456531555735,0.158052672906159,0.10070445265403638,0.5193785107295786,0.5198319810170241,0.8162242432325729,0.5333469766819597,0.8033845901493015
0.2295436977916383,0.916353163840803,0.6978126121206706,0.3775642511706011,0.9599539044124611,0.3664708649915879,0.837983898991909,0.6166240020438121,0.5064275181209387,0.7108141221578603
0.9877397035626405,0.4590036402096195,0.858657790231312,0.8569867687154108,0.8988668634749584,0.7331812432428279,0.09070941649982256,0.7139912488327046,0.6609228433368574,0.21867537171507878
0.663542198969304,0.852827724652646,0.008343050582510503,0.7812456150310623,0.04063164897905602,0.5595393086128203,0.11517268414274529,0.6164092681799525,0.6073652841198761,0.006922495070587176
0.8765230775098888,0.8546291746222293,0.8957889860171577,0.8662093184542217,0.781690522373867,0.6667028981071956,0.67042951516781,0.20856828479001766,0.7746765259625679,0.15651244800765385
0.35106872246010956,0.20514680555067732,0.348929414512696,0.5469429254450064,0.41322516430561973,0.30223882795719037,0.7935148561976433,0.5150217290178296,0.6135632288676299,0.11635750190153704
0.31195157556339925,0.6587431841452255,0.2747758286245109,0.6922726950943057,0.06851544113804586,0.2641269267538098,0.6598274088335934,0.796810774024732,0.1253853418882228,0.14458606672539676
0.5455369358378828,0.7561489554935638,0.49659440853496917,0.4809336706134213,0.04136732741352955,0.48301438444441414,0.918901139843598,0.9752855199293359,0.8653688175756298,0.4339177033502454
0.30414725501497897,0.960636334022606,0.26390461318698777,0.06389080883113296,0.25300106571769343,0.3586496783430625,0.32730106519180535,0.3510449217906778,0.14001960938642677,0.5462851727389065
0.23371209748858546,0.46435672491562385,0.39665838880514426,0.8675202894377297,0.6623857207950218,0.518146573674349,0.9730926044218074,0.665063182341517,0.01642011625060602,0.6646012030303214
0.7331608959110395,0.11622398032040393,0.7589965549290265,0.8387319948695781,0.581229827952982,0.8487577880038706,0.7327578473649523,0.5127411617692983,0.1404791472900203,0.27285562132395935
0.892247806631969,0.0675771389484231,0.6792295995700406,0.44112165607766063,0.717997877584747,0.6098464901359264,0.9624177016786697,0.624101516230265,0.530054168610262,0.806649648776613
0.8864212135793335,0.36804911801874163,0.9045028112601736,0.19383822707652265,0.3917862199197032,0.26077664459071015,0.47900815177301626,0.9144240228319975,0.8889226828935106,0.8924222769659768
0.9077542679366302,0.47085181422064204,0.4287769034736224,0.5347471719521001,0.18382637899320498,0.3791726633505318,0.7863415188674542,0.37901597990026203,0.9889166824201975,0.2907209213009544
0.3534184088303085,0.4148177962231199,0.2733436731583636,0.2577127529827796,0.49965146811847705,0.4502643987825454,0.6383211814686277,0.7787451778281329,0.9956554276331383,0.18042872733734616
0.9328162591366788,0.6578807264727363,0.4464618967349707,0.8750762666658735,0.19340192291027325,0.9668537837069898,0.712811405739481,0.5648975717261867,0.1749731206608104,0.1638813741421683
0.9597286302440562,0.12049919348115068,0.9664335037463617,0.40423619349782436,0.26969048185994493,0.48508166196529123,0.6945678498952457,0.9765089611808744,0.9947976421897435,0.7583515545473213
0.8739858849709351,0.5433785827992564,0.9901735337504081,0.9040877817683409,0.17368463172558768,0.005565732219787511,0.05358462768218342,0.6969206262696711,0.8480882600738657,0.05630438083635814
0.1579694078645283,0.8520516939169586,0.7058107709748991,0.5577188644033685,0.016157273255233306,0.1081836764509494,0.46357284649387254,0.6853977923205948,0.32850907030693244,0.9801436344427127
